Date,Value
2025-06-07,34.49802851847318
2025-06-08,31.50792955477905
2025-06-09,35.54595346716243
2025-06-10,32.62766820191181
2025-06-11,36.49699871090278
2025-06-12,37.5871660577501
2025-06-13,33.97683593111352
2025-06-14,37.893990055170775
2025-06-15,37.14237856667019
2025-06-16,38.31078698665565
2025-06-17,40.81010258584404
2025-06-18,36.87531930464546
2025-06-19,36.207660436801405
2025-06-20,36.284329574346984
2025-06-21,36.77888325998459
2025-06-22,38.60209837213868
2025-06-23,39.78279103307187
2025-06-24,39.99617838280903
2025-06-25,41.43733715475579
2025-06-26,40.146755307937504
2025-06-27,43.362953792053055
2025-06-28,40.25880937342307
2025-06-29,46.55755625589889
2025-06-30,42.69426367541533
2025-07-01,40.050704639546026
2025-07-02,39.941473971082765
2025-07-03,43.36236569917563
2025-07-04,42.26035997121656
2025-07-05,44.44064021570118
2025-07-06,44.25974987750376
2025-07-07,43.463333380692234
2025-07-08,42.2060080321137
2025-07-09,41.15520679684667
2025-07-10,43.57170005693144
2025-07-11,46.45170846843468
2025-07-12,45.435468848055116
2025-07-13,42.77820952446943
2025-07-14,45.872344123051484
2025-07-15,46.54666466616393
2025-07-16,44.25198704366805
2025-07-17,46.56432957246065
2025-07-18,46.60387004162601
2025-07-19,44.425380877885615
2025-07-20,47.64397011664108
2025-07-21,48.26016258729513
2025-07-22,49.50794738786556
2025-07-23,49.64569256419258
2025-07-24,44.97193447639491
2025-07-25,46.03370819184307
2025-07-26,49.114383456473725
2025-07-27,49.27968856336588
2025-07-28,49.442854604434686
2025-07-29,56.27170361420922
2025-07-30,49.854352144465274
2025-07-31,51.12290248463815
2025-08-01,50.891875119639295
2025-08-02,50.41169567721898
2025-08-03,48.59640845893259
2025-08-04,50.855972391147915
2025-08-05,47.89659473925083
2025-08-06,49.06602422659536
2025-08-07,48.65964624081501
2025-08-08,49.87822931130882
2025-08-09,54.42141129708139
2025-08-10,46.12880128375598
2025-08-11,51.30084200079505
2025-08-12,46.76176929613027
2025-08-13,49.09625196748598
2025-08-14,52.26512111483957
2025-08-15,50.25723638481093
2025-08-16,48.00916615335575
2025-08-17,48.76472916901215
2025-08-18,51.58010064831437
2025-08-19,48.78082162673333
2025-08-20,50.69040352424506
2025-08-21,50.360050492271995
2025-08-22,48.9728293563307
2025-08-23,54.566964155928844
2025-08-24,51.54610838998318
2025-08-25,46.223559255428526
2025-08-26,50.63894331602419
2025-08-27,48.93150949535024
2025-08-28,51.94610012148499
2025-08-29,48.639696248091425
2025-08-30,49.97637611005053
2025-08-31,51.194798990797075
2025-09-01,51.893434669266966
2025-09-02,47.736818646325986
2025-09-03,49.44254873300047
2025-09-04,49.13472005484106
2025-09-05,48.75020012371262
2025-09-06,53.559473293869424
2025-09-07,50.809963421921914
